timestamp,request_count,active_users,cpu_usage,memory_usage,db_query_time_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,error_rate
2026-04-07 23:15:00,130,60,37.71,54.29,26.33,84.46,165.86,286.17,0.0027
2026-04-07 23:20:00,89,40,33.94,53.13,24.02,76.98,150.28,232.79,0.0013
2026-04-07 23:25:00,99,47,33.89,54.66,23.76,74.62,141.95,217.51,0.0058
2026-04-07 23:30:00,126,56,36.77,55.98,24.05,73.87,134.78,220.09,0.0048
2026-04-07 23:35:00,91,36,34.69,53.95,23.76,71.42,138.96,184.39,0.0062
2026-04-07 23:40:00,81,33,34.44,52.11,24.07,71.0,136.87,169.95,0.0064
2026-04-07 23:45:00,86,36,33.47,51.02,22.27,70.91,131.01,188.41,0.0076
2026-04-07 23:50:00,106,44,37.5,52.05,22.59,74.31,135.45,210.88,0.0058
2026-04-07 23:55:00,122,50,37.56,53.18,23.56,78.39,155.17,236.89,0.0066
2026-04-08 00:00:00,116,47,38.95,54.23,23.45,77.18,163.64,228.36,0.0078
2026-04-08 00:05:00,83,31,40.83,53.31,23.4,81.3,172.66,246.29,0.0064
2026-04-08 00:10:00,106,43,39.28,54.62,23.88,82.76,174.02,262.91,0.0034
2026-04-08 00:15:00,120,47,39.92,56.46,23.55,79.75,172.42,210.56,0.0063
2026-04-08 00:20:00,119,47,38.9,55.11,23.75,82.53,166.88,215.43,0.0048
2026-04-08 00:25:00,100,37,40.19,55.03,24.76,78.46,174.44,213.32,0.0038
2026-04-08 00:30:00,146,56,41.73,56.59,25.4,80.96,163.16,232.24,0.0035
2026-04-08 00:35:00,122,48,39.75,56.45,26.54,79.32,155.47,208.07,0.0012
2026-04-08 00:40:00,68,23,35.74,53.11,25.73,79.48,146.51,200.81,0.0018
2026-04-08 00:45:00,73,27,35.45,51.21,24.92,77.93,147.2,221.51,0.0023
2026-04-08 00:50:00,99,36,38.01,53.62,25.19,79.06,166.9,238.88,0.0019
2026-04-08 00:55:00,138,53,40.31,56.71,27.76,86.9,177.05,215.94,0.0015
2026-04-08 01:00:00,112,44,38.85,54.71,26.0,84.74,172.45,225.8,0.0011
2026-04-08 01:05:00,124,55,39.5,55.04,25.65,89.8,154.25,251.97,0.0018
2026-04-08 01:10:00,110,45,37.18,54.19,24.58,80.3,149.42,213.28,0.0019
2026-04-08 01:15:00,143,59,39.01,54.24,25.23,88.32,178.86,248.17,0.0022
2026-04-08 01:20:00,118,50,38.27,50.99,26.62,80.98,161.97,239.11,0.0037
2026-04-08 01:25:00,150,63,41.14,54.99,27.56,89.9,171.48,284.94,0.0018
2026-04-08 01:30:00,160,70,43.32,55.16,27.12,94.49,175.43,299.87,0.0038
2026-04-08 01:35:00,133,56,43.47,56.06,27.19,95.43,179.84,311.23,0.0061
2026-04-08 01:40:00,154,66,42.75,58.69,26.01,94.68,172.67,299.05,0.0032
2026-04-08 01:45:00,124,52,40.12,58.34,25.38,85.99,175.79,222.78,0.0012
2026-04-08 01:50:00,164,73,42.06,59.51,27.67,94.53,196.89,266.44,0.0023
2026-04-08 01:55:00,128,55,37.6,55.62,26.6,85.43,182.37,220.21,0.0033
2026-04-08 02:00:00,100,42,36.82,53.11,26.84,81.85,164.1,226.09,0.0034
2026-04-08 02:05:00,99,44,37.89,52.97,27.45,83.36,159.19,235.41,0.0021
2026-04-08 02:10:00,109,47,36.63,51.57,25.64,81.99,151.42,230.26,0.0021
2026-04-08 02:15:00,140,61,38.41,53.6,27.86,89.5,167.22,245.14,0.0039
2026-04-08 02:20:00,122,49,36.82,53.14,25.07,83.1,153.4,226.86,0.0029
2026-04-08 02:25:00,142,57,36.37,53.59,25.24,86.71,174.34,249.31,0.0043
2026-04-08 02:30:00,117,47,35.62,51.94,22.53,78.01,160.38,209.91,0.0028
2026-04-08 02:35:00,101,38,33.54,51.67,20.69,76.18,151.89,199.16,0.003
2026-04-08 02:40:00,145,58,37.85,55.25,23.52,84.35,154.7,209.51,0.0027
2026-04-08 02:45:00,99,39,35.75,52.3,22.17,83.27,158.08,226.36,0.0038
2026-04-08 02:50:00,152,62,40.37,56.21,25.22,94.88,183.89,252.99,0.0014
2026-04-08 02:55:00,116,48,38.59,54.73,22.5,86.62,180.22,242.45,0.0016
2026-04-08 03:00:00,93,39,39.19,53.84,22.77,79.22,167.84,240.69,0.0029
2026-04-08 03:05:00,126,54,39.45,55.3,22.26,78.36,161.57,256.23,0.0026
2026-04-08 03:10:00,131,59,38.5,54.62,22.19,84.68,152.13,257.43,0.0034
2026-04-08 03:15:00,126,58,39.4,56.63,24.78,87.97,165.06,276.98,0.0033
2026-04-08 03:20:00,85,43,36.28,55.1,25.89,91.41,166.53,273.07,0.0048
2026-04-08 03:25:00,97,49,38.74,56.73,26.81,95.14,185.39,250.61,0.0016
2026-04-08 03:30:00,120,58,40.66,57.75,25.38,94.32,175.97,240.73,0.0018
2026-04-08 03:35:00,126,63,43.38,57.82,24.65,93.8,186.25,283.44,0.0036
2026-04-08 03:40:00,139,69,42.85,58.97,25.24,90.68,160.95,296.65,0.0038
2026-04-08 03:45:00,110,54,37.76,55.35,23.15,83.38,141.32,218.48,0.0045
2026-04-08 03:50:00,152,73,41.24,56.86,24.95,92.03,163.62,270.21,0.0011
2026-04-08 03:55:00,134,67,39.86,55.54,26.27,91.33,165.77,274.22,0.0025
2026-04-08 04:00:00,146,73,41.48,56.31,25.45,93.79,183.37,270.08,0.0014
2026-04-08 04:05:00,126,66,40.82,54.8,24.16,93.68,168.89,260.73,0.0022
2026-04-08 04:10:00,100,56,37.79,54.3,22.61,87.29,156.77,228.26,0.0011
2026-04-08 04:15:00,130,70,38.28,56.51,23.26,88.34,160.7,212.72,0.0027
2026-04-08 04:20:00,125,64,38.09,57.94,23.92,86.3,168.77,212.89,0.0043
2026-04-08 04:25:00,147,73,36.42,61.67,24.72,91.8,175.99,257.69,0.0046
2026-04-08 04:30:00,159,77,38.66,60.58,25.95,96.89,179.96,275.64,0.0071
2026-04-08 04:35:00,153,76,38.57,60.3,26.26,102.46,184.6,312.52,0.0076
2026-04-08 04:40:00,144,72,40.11,59.85,26.26,99.85,184.27,264.16,0.0037
2026-04-08 04:45:00,116,59,35.39,58.15,25.2,92.68,156.8,258.94,0.0013
2026-04-08 04:50:00,111,56,36.07,56.68,25.04,92.68,183.42,279.14,0.003
2026-04-08 04:55:00,115,59,39.46,56.18,25.33,92.49,184.63,232.98,0.0048
2026-04-08 05:00:00,118,58,40.53,56.95,24.93,89.63,170.85,239.66,0.0023
2026-04-08 05:05:00,130,66,42.38,56.89,24.1,91.21,169.93,269.86,0.0033
2026-04-08 05:10:00,129,61,42.08,57.37,24.62,93.45,169.29,304.86,0.0034
2026-04-08 05:15:00,126,62,38.73,57.25,23.83,92.37,175.98,258.41,0.0059
2026-04-08 05:20:00,128,62,39.41,57.79,24.85,94.52,168.03,300.31,0.0045
2026-04-08 05:25:00,116,58,39.32,56.36,24.75,95.8,177.85,303.38,0.0051
2026-04-08 05:30:00,100,51,36.53,56.0,24.36,93.0,180.24,260.84,0.0016
2026-04-08 05:35:00,113,57,37.72,56.17,25.62,94.89,179.71,292.94,0.0022
2026-04-08 05:40:00,105,54,33.19,56.28,23.41,84.91,150.1,285.5,0.0014
2026-04-08 05:45:00,94,50,33.5,57.31,25.6,88.4,169.77,268.44,0.0024
2026-04-08 05:50:00,104,53,34.77,58.11,23.54,86.63,157.08,249.95,0.0045
2026-04-08 05:55:00,116,60,38.84,59.1,26.06,88.87,167.64,247.82,0.0041
2026-04-08 06:00:00,96,48,36.71,58.71,25.78,89.52,171.18,285.95,0.004
2026-04-08 06:05:00,122,60,38.49,58.55,25.38,93.19,175.86,275.31,0.0033
2026-04-08 06:10:00,142,70,40.11,61.49,24.76,95.11,173.51,266.82,0.0039
2026-04-08 06:15:00,140,70,39.38,60.06,24.08,94.74,174.15,261.57,0.0068
2026-04-08 06:20:00,124,63,39.91,60.11,24.37,93.55,182.02,258.51,0.0051
2026-04-08 06:25:00,126,62,37.05,60.79,24.6,91.25,169.28,245.77,0.0042
2026-04-08 06:30:00,112,57,38.72,58.85,26.13,97.91,192.42,263.73,0.0023
2026-04-08 06:35:00,130,63,40.1,60.87,26.71,98.41,192.49,267.88,0.0011
2026-04-08 06:40:00,156,78,43.96,62.65,27.86,93.7,183.14,279.95,0.0026
2026-04-08 06:45:00,123,62,37.1,62.45,26.99,82.83,152.09,260.23,0.0025
2026-04-08 06:50:00,132,62,34.93,62.56,26.17,89.33,168.64,248.51,0.0011
2026-04-08 06:55:00,114,52,35.04,61.01,25.6,83.12,167.7,213.6,0.0043
2026-04-08 07:00:00,148,67,39.46,62.03,26.33,88.88,180.79,257.61,0.0024
2026-04-08 07:05:00,120,55,37.44,58.56,25.96,84.57,159.26,253.61,0.0015
2026-04-08 07:10:00,87,44,36.85,56.65,24.45,82.41,166.34,268.72,0.0021
2026-04-08 07:15:00,126,59,41.25,58.79,25.12,90.42,175.83,314.91,0.0033
2026-04-08 07:20:00,101,48,40.33,57.95,25.33,87.5,186.51,255.22,0.0029
2026-04-08 07:25:00,104,47,40.23,56.87,24.08,84.88,173.2,217.34,0.0029
2026-04-08 07:30:00,136,60,42.21,58.86,25.16,92.74,180.61,273.17,0.0011
2026-04-08 07:35:00,115,54,39.53,58.64,24.36,97.39,194.86,296.19,0.0038
2026-04-08 07:40:00,138,62,41.14,60.86,25.81,99.65,196.87,333.95,0.0081
2026-04-08 07:45:00,118,54,38.3,57.91,26.27,92.53,184.6,295.88,0.0014
2026-04-08 07:50:00,108,50,37.01,58.52,25.47,92.59,182.49,271.54,0.0016
2026-04-08 07:55:00,146,67,41.13,60.62,27.22,102.44,191.46,331.87,0.0087
2026-04-08 08:00:00,366,167,55.86,73.05,31.93,127.81,268.53,420.92,0.0189
2026-04-08 08:05:00,370,166,55.47,71.16,30.92,118.95,259.45,444.47,0.0204
2026-04-08 08:10:00,378,173,57.32,73.77,31.65,122.57,270.49,448.89,0.0212
2026-04-08 08:15:00,372,174,57.72,73.85,32.97,121.79,283.49,415.32,0.0191
2026-04-08 08:20:00,389,181,58.56,73.44,32.53,122.86,282.77,401.81,0.0158
2026-04-08 08:25:00,370,177,57.16,73.21,33.37,120.9,267.31,407.56,0.0161
2026-04-08 08:30:00,338,161,55.74,72.07,32.38,119.69,263.62,400.8,0.0143
2026-04-08 08:35:00,364,172,58.93,74.95,31.7,119.98,260.94,410.77,0.0204
2026-04-08 08:40:00,354,170,58.05,73.98,31.25,122.58,271.69,387.88,0.0166
2026-04-08 08:45:00,379,179,57.58,75.42,30.03,120.66,269.89,393.8,0.0138
2026-04-08 08:50:00,399,184,58.87,75.91,30.34,120.96,254.69,429.33,0.0172
2026-04-08 08:55:00,380,172,57.28,75.62,30.02,119.98,265.64,398.29,0.0148
2026-04-08 09:00:00,390,181,56.77,75.41,32.06,122.84,297.04,419.44,0.0158
2026-04-08 09:05:00,387,178,58.03,74.49,33.58,125.6,297.58,461.2,0.0242
2026-04-08 09:10:00,386,176,59.15,74.71,33.49,124.01,259.6,460.77,0.0206
2026-04-08 09:15:00,401,181,61.25,74.63,34.66,130.42,278.32,444.42,0.0186
2026-04-08 09:20:00,372,170,57.48,75.13,33.29,126.25,253.94,434.24,0.0184
2026-04-08 09:25:00,372,168,57.88,77.1,31.99,122.2,253.72,457.19,0.0207
2026-04-08 09:30:00,389,174,59.15,77.31,32.77,125.59,278.71,467.86,0.0226
2026-04-08 09:35:00,398,179,60.3,76.28,33.01,124.06,267.54,479.72,0.0271
2026-04-08 09:40:00,378,168,59.02,75.66,31.62,121.32,286.7,467.23,0.024
2026-04-08 09:45:00,369,164,58.3,74.76,30.51,120.25,239.16,410.95,0.017
2026-04-08 09:50:00,380,172,58.82,76.75,32.16,122.0,253.23,464.4,0.0229
2026-04-08 09:55:00,405,184,62.21,77.28,31.1,119.66,265.58,475.55,0.023
2026-04-08 10:00:00,391,178,59.5,77.15,31.56,114.64,238.27,417.32,0.0153
2026-04-08 10:05:00,388,176,59.09,77.07,31.33,116.19,236.16,443.02,0.0213
2026-04-08 10:10:00,365,165,59.27,75.08,31.7,113.46,249.44,411.15,0.0158
2026-04-08 10:15:00,360,167,57.37,75.21,32.47,117.48,279.02,409.72,0.017
2026-04-08 10:20:00,354,162,55.86,75.77,31.32,109.76,270.92,356.12,0.0085
2026-04-08 10:25:00,352,161,57.25,75.63,30.4,114.3,263.03,359.84,0.0084
2026-04-08 10:30:00,393,180,57.98,78.0,32.71,119.22,284.69,397.92,0.015
2026-04-08 10:35:00,400,185,60.07,77.43,32.77,117.28,270.93,398.2,0.0149
2026-04-08 10:40:00,357,167,56.5,76.24,32.27,111.65,258.4,341.86,0.0079
2026-04-08 10:45:00,363,169,57.91,77.54,33.55,114.3,256.26,382.04,0.0118
2026-04-08 10:50:00,363,169,56.1,76.8,31.89,113.58,236.61,392.06,0.0136
2026-04-08 10:55:00,363,169,58.51,76.57,33.09,112.02,259.59,397.37,0.0163
2026-04-08 11:00:00,351,159,55.75,77.22,33.24,108.62,262.08,379.51,0.0128
2026-04-08 11:05:00,344,152,56.84,75.37,34.22,110.58,250.12,392.85,0.0154
2026-04-08 11:10:00,341,150,54.88,75.76,34.93,111.68,255.98,387.64,0.0118
2026-04-08 11:15:00,386,169,61.23,77.6,35.61,120.75,276.15,440.74,0.0196
2026-04-08 11:20:00,383,166,60.53,79.26,36.01,121.08,299.14,444.86,0.0217
2026-04-08 11:25:00,382,168,63.09,78.9,35.75,119.81,267.17,424.2,0.0177
2026-04-08 11:30:00,359,158,59.28,78.64,34.77,116.29,253.51,373.36,0.0112
2026-04-08 11:35:00,382,168,59.82,78.7,33.3,116.24,239.15,397.96,0.0136
2026-04-08 11:40:00,384,167,61.74,77.38,32.98,115.45,231.13,408.45,0.014
2026-04-08 11:45:00,344,149,56.28,74.99,29.84,107.15,219.06,374.49,0.0103
2026-04-08 11:50:00,359,151,56.52,76.24,30.31,101.96,210.82,375.68,0.013
2026-04-08 11:55:00,379,161,59.14,76.92,32.44,111.91,229.78,403.7,0.0172
2026-04-08 12:00:00,452,195,62.81,82.0,34.75,122.57,276.91,442.23,0.021
2026-04-08 12:05:00,490,213,66.74,83.9,35.65,131.43,319.84,496.95,0.0315
2026-04-08 12:10:00,509,220,68.48,82.94,35.34,128.25,312.84,457.1,0.0243
2026-04-08 12:15:00,512,222,66.47,84.14,34.64,127.96,277.51,460.17,0.0235
2026-04-08 12:20:00,504,217,68.1,83.09,33.79,120.31,275.11,439.05,0.0188
2026-04-08 12:25:00,514,221,66.97,83.69,34.77,117.85,273.59,450.56,0.0196
2026-04-08 12:30:00,548,239,71.08,87.56,34.63,123.73,281.81,465.19,0.0227
2026-04-08 12:35:00,462,205,65.5,84.55,31.94,113.02,258.01,412.17,0.0168
2026-04-08 12:40:00,506,225,67.89,86.15,34.08,124.25,281.1,456.1,0.0232
2026-04-08 12:45:00,450,199,62.61,83.45,33.22,120.76,258.8,368.86,0.0128
2026-04-08 12:50:00,461,204,64.52,83.3,33.7,124.94,262.6,406.3,0.0167
2026-04-08 12:55:00,508,228,66.79,85.63,34.84,129.34,297.31,451.08,0.0193
2026-04-08 13:00:00,461,208,65.95,82.38,36.13,127.07,307.44,429.43,0.0195
2026-04-08 13:05:00,454,210,67.24,80.42,35.64,120.41,283.78,424.07,0.018
2026-04-08 13:10:00,462,212,69.64,81.45,36.2,126.85,311.93,498.41,0.0281
2026-04-08 13:15:00,518,237,72.81,85.32,39.22,137.37,355.52,564.18,0.0434
2026-04-08 13:20:00,518,240,71.22,84.87,38.18,128.6,318.29,456.64,0.0269
2026-04-08 13:25:00,469,220,67.0,83.6,38.51,125.6,295.96,466.23,0.0271
2026-04-08 13:30:00,532,244,70.59,86.78,36.83,126.7,306.65,493.58,0.0273
2026-04-08 13:35:00,481,220,67.52,83.45,34.37,124.97,282.82,466.75,0.0242
2026-04-08 13:40:00,521,241,70.83,86.47,34.89,124.32,296.02,413.4,0.0165
2026-04-08 13:45:00,497,235,70.76,83.67,35.11,123.05,292.84,455.63,0.0201
2026-04-08 13:50:00,519,245,71.59,86.23,37.57,127.92,287.03,469.58,0.0277
2026-04-08 13:55:00,563,263,72.06,88.5,37.19,129.76,282.57,491.05,0.0298
2026-04-08 14:00:00,538,249,69.99,88.29,37.67,133.99,287.78,475.34,0.0278
2026-04-08 14:05:00,458,216,67.21,85.06,38.55,131.06,296.42,449.63,0.0296
2026-04-08 14:10:00,533,251,69.67,89.7,40.72,130.67,297.91,497.09,0.0375
2026-04-08 14:15:00,450,211,65.48,83.9,37.66,121.08,273.06,483.44,0.0277
2026-04-08 14:20:00,536,248,70.79,87.42,39.42,129.85,320.83,501.51,0.0326
2026-04-08 14:25:00,475,221,65.43,82.75,37.36,123.2,294.46,490.9,0.0305
2026-04-08 14:30:00,473,220,66.39,84.18,36.53,121.64,277.94,455.95,0.0266
2026-04-08 14:35:00,450,207,67.35,82.91,36.5,116.91,257.62,425.54,0.0211
2026-04-08 14:40:00,469,214,68.65,83.58,35.99,115.14,265.06,392.72,0.0182
2026-04-08 14:45:00,519,233,71.12,86.49,36.87,120.38,270.3,448.37,0.0263
2026-04-08 14:50:00,543,246,70.57,89.16,35.76,121.12,292.87,447.95,0.0254
2026-04-08 14:55:00,504,228,68.2,87.78,33.5,116.36,276.78,424.06,0.0194
2026-04-08 15:00:00,519,235,67.58,88.91,33.8,115.84,272.69,415.1,0.0187
2026-04-08 15:05:00,524,240,68.32,89.64,34.8,123.5,277.36,426.88,0.0179
2026-04-08 15:10:00,470,216,65.21,86.47,32.85,116.35,268.46,422.29,0.0159
2026-04-08 15:15:00,453,207,61.07,85.59,33.02,114.69,270.46,403.05,0.0161
2026-04-08 15:20:00,463,212,65.33,86.15,34.07,115.79,270.13,438.66,0.0177
2026-04-08 15:25:00,494,226,66.04,87.7,35.33,115.26,277.75,407.98,0.0149
2026-04-08 15:30:00,488,225,66.16,87.91,36.36,119.26,275.73,434.83,0.0222
2026-04-08 15:35:00,458,212,65.57,86.3,37.12,114.21,261.5,463.99,0.0254
2026-04-08 15:40:00,461,212,68.05,85.35,37.5,110.51,279.21,416.69,0.0219
2026-04-08 15:45:00,461,213,66.4,85.81,36.6,113.15,267.56,407.09,0.018
2026-04-08 15:50:00,552,256,68.99,91.06,37.94,120.17,290.32,431.96,0.024
2026-04-08 15:55:00,476,218,66.57,87.25,38.87,115.92,267.06,393.03,0.0189
2026-04-08 16:00:00,511,237,67.5,88.93,39.64,122.73,287.24,476.44,0.0332
2026-04-08 16:05:00,516,239,69.17,89.85,39.4,120.46,290.89,405.43,0.0212
2026-04-08 16:10:00,500,232,69.13,88.63,38.39,114.4,261.05,377.75,0.0174
2026-04-08 16:15:00,461,215,61.69,86.98,35.89,111.99,240.34,383.34,0.0134
2026-04-08 16:20:00,490,226,62.81,87.87,34.8,112.75,255.2,379.36,0.0151
2026-04-08 16:25:00,458,214,61.78,85.58,35.93,115.5,261.3,396.8,0.0152
2026-04-08 16:30:00,488,226,61.47,87.88,36.51,118.3,279.84,411.29,0.0175
2026-04-08 16:35:00,470,214,60.42,86.4,34.45,114.5,265.16,409.88,0.0147
2026-04-08 16:40:00,504,227,65.08,90.48,35.82,118.81,298.49,436.98,0.0199
2026-04-08 16:45:00,517,234,67.31,91.34,37.6,121.84,303.76,442.33,0.0226
2026-04-08 16:50:00,518,232,68.92,90.97,37.08,124.33,324.2,462.84,0.0249
2026-04-08 16:55:00,504,229,69.26,90.66,36.14,122.92,324.55,454.27,0.0239
2026-04-08 17:00:00,495,227,66.36,89.23,35.85,116.82,278.81,464.93,0.0263
2026-04-08 17:05:00,534,247,68.08,92.12,37.34,122.62,307.79,459.48,0.0261
2026-04-08 17:10:00,478,221,66.6,89.49,36.0,114.03,283.9,433.14,0.0199
2026-04-08 17:15:00,527,243,72.8,93.05,37.02,120.12,307.03,488.85,0.0298
2026-04-08 17:20:00,524,239,70.82,91.81,37.04,121.23,310.29,440.18,0.0226
2026-04-08 17:25:00,501,230,69.86,88.92,35.18,114.83,277.0,396.65,0.0135
2026-04-08 17:30:00,498,230,70.98,88.13,34.87,115.73,280.25,464.6,0.0244
2026-04-08 17:35:00,508,235,71.69,88.49,35.21,118.29,278.36,446.77,0.0199
2026-04-08 17:40:00,454,213,67.27,87.25,35.28,111.71,283.13,410.68,0.0174
2026-04-08 17:45:00,458,213,66.49,89.47,35.24,113.91,266.12,412.9,0.0163
2026-04-08 17:50:00,459,212,69.74,89.25,36.37,114.58,255.3,425.88,0.0191
2026-04-08 17:55:00,473,219,70.14,89.54,37.64,120.05,264.79,440.09,0.0267
2026-04-08 18:00:00,313,144,59.19,79.78,33.3,99.62,212.85,344.68,0.0087
2026-04-08 18:05:00,339,155,60.93,81.83,37.1,106.24,232.48,356.01,0.0151
2026-04-08 18:10:00,299,138,56.45,81.42,37.05,98.49,221.11,323.08,0.0127
2026-04-08 18:15:00,342,156,59.48,84.9,37.61,103.03,231.88,311.9,0.0112
2026-04-08 18:20:00,344,159,59.11,85.23,36.7,103.19,224.77,332.75,0.0132
2026-04-08 18:25:00,337,153,58.28,85.03,35.42,104.16,232.51,353.89,0.0155
2026-04-08 18:30:00,329,152,58.5,84.46,36.67,103.21,240.97,374.07,0.0176
2026-04-08 18:35:00,313,145,56.06,82.57,35.53,102.65,231.97,381.04,0.0151
2026-04-08 18:40:00,300,138,53.82,80.38,32.8,94.04,214.07,322.13,0.0096
2026-04-08 18:45:00,330,149,57.51,81.63,31.76,97.27,220.2,354.65,0.0145
2026-04-08 18:50:00,345,152,58.15,82.58,32.4,97.41,215.13,324.12,0.0078
2026-04-08 18:55:00,345,150,58.12,80.77,32.33,102.37,232.65,336.43,0.0071
2026-04-08 19:00:00,365,162,57.13,81.78,31.58,104.85,235.48,384.68,0.0176
2026-04-08 19:05:00,339,150,58.05,79.58,30.03,100.07,232.9,361.08,0.0154
2026-04-08 19:10:00,321,145,58.09,79.86,28.65,93.91,226.96,335.96,0.0104
2026-04-08 19:15:00,302,135,57.92,78.23,28.34,87.31,200.24,303.38,0.0041
2026-04-08 19:20:00,293,132,57.6,78.14,28.71,89.77,206.93,343.56,0.0073
2026-04-08 19:25:00,326,146,57.31,79.38,30.32,94.86,223.05,354.05,0.0079
2026-04-08 19:30:00,328,145,58.19,81.24,31.12,98.94,229.67,386.04,0.0125
2026-04-08 19:35:00,353,156,59.26,80.82,32.63,97.48,226.5,349.62,0.0074
2026-04-08 19:40:00,324,142,56.23,79.86,32.68,96.15,215.9,313.84,0.0038
2026-04-08 19:45:00,344,149,59.16,79.85,33.57,101.63,230.77,330.8,0.0066
2026-04-08 19:50:00,320,138,60.29,78.32,34.27,98.62,227.43,347.26,0.011
2026-04-08 19:55:00,335,146,63.06,79.78,33.28,100.95,225.84,394.99,0.0148
2026-04-08 20:00:00,309,137,61.14,78.82,32.29,95.7,196.58,368.14,0.0142
2026-04-08 20:05:00,341,153,62.29,81.03,35.43,100.73,216.45,392.0,0.0186
2026-04-08 20:10:00,311,142,59.27,79.63,32.42,94.24,202.15,347.14,0.0094
2026-04-08 20:15:00,291,134,56.15,77.93,31.39,91.47,210.63,297.28,0.0032
2026-04-08 20:20:00,298,138,56.4,78.37,32.12,98.05,222.65,366.48,0.0095
2026-04-08 20:25:00,340,154,60.88,80.95,31.43,100.14,233.71,382.42,0.0112
2026-04-08 20:30:00,306,139,61.06,79.41,30.78,94.9,212.87,358.67,0.0094
2026-04-08 20:35:00,318,145,59.71,80.15,33.17,101.58,219.63,385.4,0.0126
2026-04-08 20:40:00,317,148,56.33,80.92,32.95,102.73,212.17,330.39,0.0048
2026-04-08 20:45:00,344,161,58.08,82.48,32.89,106.22,214.09,345.8,0.0072
2026-04-08 20:50:00,337,159,59.68,82.25,33.36,109.41,240.49,384.93,0.0113
2026-04-08 20:55:00,316,147,61.49,80.64,32.74,106.11,239.77,373.66,0.0102
2026-04-08 21:00:00,316,146,62.58,79.6,34.53,107.45,258.91,380.52,0.0109
2026-04-08 21:05:00,344,159,65.26,81.58,34.09,106.54,257.54,412.96,0.0162
2026-04-08 21:10:00,337,158,62.17,82.62,33.32,108.37,253.32,400.98,0.0144
2026-04-08 21:15:00,339,158,60.5,83.1,31.78,104.24,216.14,423.31,0.016
2026-04-08 21:20:00,312,145,56.59,80.59,30.78,98.15,225.12,361.27,0.009
2026-04-08 21:25:00,303,142,55.6,80.99,30.9,96.23,214.43,354.5,0.0102
2026-04-08 21:30:00,305,140,57.79,80.64,32.68,101.83,205.25,375.59,0.0103
2026-04-08 21:35:00,314,147,60.94,81.85,32.4,103.25,223.53,364.52,0.0116
2026-04-08 21:40:00,292,135,59.32,80.14,32.52,101.74,213.41,333.75,0.0084
2026-04-08 21:45:00,293,131,58.4,80.52,32.63,100.31,206.53,337.63,0.0088
2026-04-08 21:50:00,290,130,56.31,79.77,30.32,96.24,205.13,360.41,0.01
2026-04-08 21:55:00,315,144,58.12,80.73,30.47,98.79,209.1,350.01,0.009
2026-04-08 22:00:00,122,58,45.41,68.46,25.83,80.96,170.59,265.86,0.0045
2026-04-08 22:05:00,79,40,40.38,67.02,27.0,71.12,142.53,215.66,0.0015
2026-04-08 22:10:00,125,60,45.62,70.21,29.06,81.27,170.44,259.76,0.0031
2026-04-08 22:15:00,131,63,45.53,71.15,29.35,85.69,182.35,290.89,0.0053
2026-04-08 22:20:00,95,43,44.62,69.44,24.52,70.83,148.84,231.37,0.0066
2026-04-08 22:25:00,124,51,46.42,70.31,23.86,74.08,156.42,230.62,0.0061
2026-04-08 22:30:00,146,62,48.26,72.67,26.37,83.36,176.75,292.07,0.002
2026-04-08 22:35:00,144,64,46.85,73.49,27.79,81.76,182.51,261.55,0.0022
2026-04-08 22:40:00,103,47,43.73,70.2,26.31,77.85,170.82,252.43,0.002
2026-04-08 22:45:00,109,51,45.39,71.05,27.21,77.41,159.49,225.36,0.0013
2026-04-08 22:50:00,125,61,46.2,72.7,27.98,81.1,158.23,267.64,0.0031
2026-04-08 22:55:00,158,76,46.82,73.84,28.77,89.06,171.95,335.22,0.0068
2026-04-08 23:00:00,156,74,47.4,73.37,28.59,93.17,190.62,323.87,0.0045
2026-04-08 23:05:00,144,67,47.47,73.22,29.63,91.98,179.16,287.64,0.0055
2026-04-08 23:10:00,119,59,47.86,70.2,30.22,85.74,167.04,284.7,0.006
2026-04-08 23:15:00,115,58,48.72,69.1,28.97,83.99,158.51,277.0,0.0078
2026-04-08 23:20:00,138,66,49.3,69.83,28.04,79.95,166.78,295.87,0.0058
2026-04-08 23:25:00,143,65,48.23,68.86,27.15,80.7,172.87,267.92,0.0054
2026-04-08 23:30:00,157,74,48.74,71.58,28.19,88.09,194.18,264.98,0.0046
2026-04-08 23:35:00,128,59,45.92,68.37,27.77,80.78,166.67,250.7,0.002
2026-04-08 23:40:00,130,63,47.09,69.62,29.14,84.28,159.74,275.74,0.0067
2026-04-08 23:45:00,118,52,47.76,70.29,30.32,84.22,160.42,260.03,0.0072
2026-04-08 23:50:00,110,51,48.6,69.86,30.5,91.64,170.85,307.36,0.0037
2026-04-08 23:55:00,115,54,47.42,69.77,30.29,91.55,166.97,299.01,0.0031
2026-04-09 00:00:00,122,57,28.71,35.79,22.09,76.86,141.08,207.82,0.0011
2026-04-09 00:05:00,157,73,30.39,37.97,22.26,79.26,145.47,226.8,0.0037
2026-04-09 00:10:00,140,69,26.47,38.21,21.89,77.56,142.09,205.94,0.0017
2026-04-09 00:15:00,141,70,25.64,35.53,21.09,78.1,150.35,194.52,0.0035
2026-04-09 00:20:00,168,80,28.69,36.64,21.17,79.02,142.32,183.27,0.0016
2026-04-09 00:25:00,150,67,28.85,36.72,20.74,74.6,140.7,178.95,0.0018
