timestamp,request_count,active_users,cpu_usage,memory_usage,db_query_time_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,error_rate,cpu_change_5m,memory_change_5m,db_change_5m,cpu_2h_mean,cpu_2h_std,memory_2h_mean,memory_2h_std,cpu_percentile,memory_percentile,cpu_memory_stress,cpu_load_stress
2026-04-16 10:40:00,381,167,46.91,51.2,18.38,95.91,168.97,286.91,0.00246,2.835,0.61,0.71,45.03,1.51,50.87,0.95,74.0,68.7,0.2402,0.2235
2026-04-16 10:45:00,394,175,48.98,52.74,19.02,96.6,189.31,321.43,0.00446,-0.358,0.29,-0.064,45.1,1.65,50.97,1.02,80.3,76.2,0.2583,0.2413
2026-04-16 10:50:00,365,160,46.19,51.78,18.25,94.31,176.2,259.79,0.00391,-2.494,-1.1,-0.364,45.18,1.66,51.04,1.01,71.2,71.9,0.2392,0.2107
2026-04-16 10:55:00,361,159,44.0,50.53,18.29,92.57,169.56,262.7,0.0024,1.463,0.324,0.094,45.11,1.67,51.04,1.01,61.4,64.9,0.2223,0.1987
2026-04-16 11:00:00,401,175,49.12,52.43,18.44,97.76,177.47,278.21,0.00163,0.933,-0.7,-0.065,45.31,1.85,51.15,1.0,80.6,74.9,0.2575,0.2461
2026-04-16 11:05:00,357,154,45.86,49.14,18.16,96.36,176.96,275.5,0.00275,-2.143,-1.372,-0.64,45.43,1.79,51.07,1.09,69.8,56.8,0.2253,0.2047
2026-04-16 11:10:00,394,174,44.83,49.68,17.16,95.61,171.81,318.51,0.00413,-0.455,0.401,-0.545,45.42,1.79,51.01,1.12,65.4,59.9,0.2227,0.2209
2026-04-16 11:15:00,395,176,44.95,49.94,17.07,97.46,186.84,316.13,0.00295,0.681,0.206,-0.271,45.45,1.78,50.98,1.14,65.9,61.3,0.2245,0.222
2026-04-16 11:20:00,393,175,46.19,50.1,16.62,97.17,189.99,321.92,0.00502,0.612,0.969,0.042,45.62,1.63,51.0,1.13,71.2,62.3,0.2314,0.2269
2026-04-16 11:25:00,390,171,46.17,51.88,17.16,95.92,194.98,272.49,0.00219,-1.147,0.012,0.455,45.66,1.64,51.04,1.14,71.1,72.4,0.2395,0.2251
2026-04-16 11:30:00,349,152,43.9,50.12,17.53,94.0,187.17,217.78,0.00358,-0.948,-0.824,0.4,45.56,1.67,51.02,1.15,61.0,62.4,0.22,0.1915
2026-04-16 11:35:00,361,154,44.28,50.23,17.96,91.79,177.17,224.55,0.00158,0.67,0.243,0.119,45.49,1.69,51.0,1.16,62.7,63.0,0.2224,0.1999
2026-04-16 11:40:00,384,165,45.24,50.61,17.77,94.22,182.9,282.36,0.00343,0.557,1.088,-0.333,45.45,1.68,51.0,1.16,67.1,65.3,0.2289,0.2171
2026-04-16 11:45:00,413,177,45.39,52.41,17.29,95.8,173.76,299.93,0.00343,-0.449,-0.267,0.392,45.45,1.68,51.06,1.2,67.8,74.8,0.2379,0.2346
2026-04-16 11:50:00,414,179,44.34,50.07,18.55,99.55,193.55,281.71,0.00221,0.206,-0.911,1.304,45.51,1.61,51.07,1.19,63.1,62.2,0.222,0.2295
2026-04-16 11:55:00,409,178,45.8,50.58,19.9,101.66,201.65,295.79,0.00216,6.03,4.496,1.101,45.49,1.6,51.05,1.19,69.5,65.2,0.2317,0.2343
2026-04-16 12:00:00,553,241,56.4,59.07,20.75,110.82,217.25,341.85,0.00711,2.546,2.808,0.015,45.98,2.73,51.45,1.99,97.3,95.3,0.3331,0.39
2026-04-16 12:05:00,464,202,50.89,56.2,19.93,101.83,185.49,269.1,0.00196,-0.694,0.298,-0.453,46.16,2.91,51.71,2.18,84.6,86.9,0.286,0.2952
2026-04-16 12:10:00,499,223,55.01,59.66,19.85,104.76,198.83,301.87,0.00397,1.616,0.339,-0.588,46.49,3.42,52.01,2.72,95.0,96.4,0.3282,0.3433
2026-04-16 12:15:00,464,207,54.13,56.88,18.75,98.09,194.48,309.36,0.0042,-0.562,-0.982,-0.486,46.81,3.76,52.2,2.9,93.0,89.0,0.3078,0.3142
2026-04-16 12:20:00,480,216,53.89,57.7,18.87,101.29,195.25,321.12,0.00486,1.386,1.176,0.337,47.27,3.92,52.5,3.08,92.4,91.6,0.3109,0.3232
2026-04-16 12:25:00,526,233,56.9,59.23,19.43,105.19,206.23,296.03,0.00132,2.261,1.827,0.7,47.76,4.36,52.74,3.37,97.9,95.7,0.337,0.3744
2026-04-16 12:30:00,552,246,58.41,61.35,20.28,106.59,198.93,270.69,0.00097,-0.452,0.42,-0.345,48.38,4.77,53.13,3.8,99.0,97.9,0.3584,0.4034
2026-04-16 12:35:00,535,237,55.99,60.07,18.74,104.1,210.89,315.81,0.00405,-2.674,-0.048,-0.831,48.91,4.88,53.48,4.03,96.7,97.0,0.3363,0.3747
2026-04-16 12:40:00,546,242,53.07,61.25,18.61,102.2,202.78,312.59,0.00395,-2.543,-1.359,-0.205,49.16,4.94,53.9,4.3,90.2,97.9,0.325,0.3619
2026-04-16 12:45:00,490,218,50.91,57.35,18.33,97.09,174.64,309.39,0.00444,1.337,-0.84,0.965,49.24,4.95,54.09,4.35,84.7,90.7,0.292,0.3115
2026-04-16 12:50:00,548,244,55.74,59.57,20.54,102.36,203.78,357.01,0.00903,1.404,0.424,0.603,49.64,5.07,54.42,4.46,96.3,96.3,0.3321,0.3818
2026-04-16 12:55:00,526,231,53.72,58.2,19.53,98.66,197.35,289.28,0.00208,0.948,0.155,-0.143,50.05,4.99,54.74,4.44,92.0,93.2,0.3126,0.3534
2026-04-16 13:00:00,538,240,57.63,59.88,20.26,104.76,197.72,323.19,0.00391,1.536,-0.443,0.535,50.4,5.22,55.05,4.53,98.6,96.8,0.3451,0.3874
2026-04-16 13:05:00,508,224,56.79,57.31,20.6,105.01,193.1,310.3,0.00266,-1.713,-1.297,0.441,50.86,5.28,55.39,4.37,97.8,90.5,0.3255,0.3605
2026-04-16 13:10:00,518,228,54.21,57.29,21.14,104.21,204.53,299.76,0.00253,-1.691,-0.263,0.426,51.25,5.16,55.71,4.21,93.1,90.5,0.3106,0.3513
2026-04-16 13:15:00,510,224,53.4,56.79,21.46,105.34,210.04,295.13,0.00166,-0.955,-1.109,-0.182,51.6,5.0,55.99,4.03,91.1,88.7,0.3033,0.3402
2026-04-16 13:20:00,511,226,52.3,55.07,20.77,103.71,204.41,282.97,0.00101,-1.727,-1.649,-0.792,51.85,4.87,56.2,3.84,88.2,83.3,0.288,0.334
2026-04-16 13:25:00,471,209,49.95,53.49,19.87,101.05,188.17,268.56,0.001,0.033,-0.16,-0.614,52.01,4.73,56.27,3.78,82.5,78.7,0.2672,0.2943
2026-04-16 13:30:00,488,217,52.36,54.75,19.55,101.4,219.91,288.41,0.00171,1.103,1.625,0.178,52.36,4.41,56.46,3.56,88.4,82.4,0.2867,0.3197
2026-04-16 13:35:00,491,221,52.16,56.74,20.23,100.23,193.41,282.93,0.00112,0.534,1.583,0.191,52.69,4.06,56.73,3.3,87.8,88.6,0.2959,0.32
2026-04-16 13:40:00,526,238,53.43,57.92,19.93,102.13,185.89,313.31,0.00289,0.429,0.176,-0.372,53.03,3.74,57.03,3.04,91.1,92.3,0.3094,0.3515
2026-04-16 13:45:00,510,228,53.01,57.09,19.49,98.48,198.93,271.63,0.00203,1.173,-0.123,-0.029,53.35,3.36,57.23,2.88,90.1,89.8,0.3027,0.3381
2026-04-16 13:50:00,535,234,55.77,57.67,19.87,106.04,222.16,314.81,0.00294,0.958,-0.569,-0.279,53.83,2.79,57.55,2.44,96.4,91.6,0.3217,0.3732
2026-04-16 13:55:00,504,221,54.93,55.96,18.93,102.43,193.4,274.33,0.00176,-0.854,-1.411,-0.472,54.21,2.22,57.77,1.98,94.8,86.1,0.3074,0.346
2026-04-16 14:00:00,481,214,54.07,54.85,18.92,99.71,196.21,258.82,0.00247,1.613,0.543,0.146,54.11,2.17,57.59,2.04,92.8,82.6,0.2965,0.3248
2026-04-16 14:05:00,528,233,58.16,57.04,19.22,102.64,215.3,286.65,0.00081,0.742,0.807,0.201,54.41,2.2,57.63,2.03,98.9,89.5,0.3317,0.3835
2026-04-16 14:10:00,502,220,55.55,56.46,19.33,95.26,192.31,265.48,0.00146,-2.998,-0.776,0.507,54.44,2.21,57.5,1.99,95.9,87.6,0.3137,0.3487
2026-04-16 14:15:00,464,204,52.16,55.49,20.23,94.58,192.66,269.61,0.00137,-0.524,0.424,0.779,54.35,2.26,57.44,2.03,87.9,84.6,0.2894,0.3024
2026-04-16 14:20:00,515,229,54.5,57.31,20.88,98.87,184.21,310.97,0.00231,-1.305,-0.357,-0.635,54.38,2.26,57.42,2.03,93.9,90.5,0.3124,0.3511
2026-04-16 14:25:00,452,203,49.55,54.77,18.96,91.72,165.56,289.21,0.00152,-2.603,-1.211,-0.958,54.07,2.4,57.24,2.06,81.6,82.4,0.2714,0.2797
2026-04-16 14:30:00,465,212,49.3,54.89,18.97,92.78,177.47,274.41,0.00228,2.728,1.309,0.228,53.69,2.4,56.97,1.92,81.0,82.8,0.2706,0.2864
2026-04-16 14:35:00,537,244,55.0,57.39,19.42,99.88,186.86,334.96,0.00548,3.31,1.811,0.381,53.65,2.37,56.86,1.8,95.0,90.8,0.3157,0.369
2026-04-16 14:40:00,530,239,55.92,58.51,19.73,100.3,204.06,303.76,0.0015,-1.407,0.751,0.082,53.77,2.41,56.74,1.59,96.6,94.0,0.3272,0.3703
2026-04-16 14:45:00,540,242,52.19,58.9,19.59,100.38,199.29,291.01,0.00233,-2.613,-1.621,-0.496,53.82,2.36,56.81,1.64,87.9,94.9,0.3074,0.3523
2026-04-16 14:50:00,471,210,50.69,55.27,18.74,99.45,184.51,279.22,0.0017,0.442,-0.574,-0.066,53.61,2.4,56.63,1.56,84.2,83.9,0.2802,0.2986
2026-04-16 14:55:00,520,234,53.07,57.75,19.45,101.11,207.25,301.92,0.00185,0.345,1.354,0.448,53.59,2.4,56.61,1.54,90.3,91.8,0.3065,0.3452
2026-04-16 15:00:00,501,224,51.38,57.98,19.63,98.14,202.28,279.7,0.00153,-0.725,-0.199,-0.088,53.33,2.28,56.53,1.41,85.8,92.6,0.2979,0.3216
2026-04-16 15:05:00,504,228,51.62,57.35,19.28,93.61,198.33,266.62,0.00225,-1.15,-0.615,-0.23,53.11,2.18,56.53,1.41,86.4,90.6,0.2961,0.3254
2026-04-16 15:10:00,483,216,49.08,56.75,19.17,90.54,184.88,258.96,0.00262,-1.043,-0.17,-0.462,52.9,2.32,56.51,1.4,80.5,88.7,0.2785,0.2966
2026-04-16 15:15:00,479,215,49.54,57.01,18.35,91.25,187.08,283.88,0.00311,0.779,-0.861,-0.194,52.74,2.41,56.52,1.4,81.6,89.4,0.2824,0.2969
2026-04-16 15:20:00,435,193,50.64,55.03,18.78,89.87,179.07,262.59,0.00223,1.101,0.374,0.982,52.67,2.45,56.52,1.41,84.1,83.2,0.2786,0.2753
2026-04-16 15:25:00,502,225,51.74,57.76,20.32,96.17,184.26,288.32,0.00204,1.417,2.332,1.049,52.74,2.39,56.69,1.27,86.7,91.8,0.2988,0.3247
2026-04-16 15:30:00,508,227,53.47,59.69,20.88,97.25,192.06,282.2,0.00084,0.658,-0.193,0.286,52.79,2.39,56.9,1.34,91.3,96.5,0.3192,0.3398
2026-04-16 15:35:00,474,214,53.06,57.37,20.89,91.44,187.11,271.0,0.00155,1.389,-0.29,0.534,52.83,2.39,56.92,1.34,90.2,90.7,0.3044,0.3146
2026-04-16 15:40:00,523,235,56.25,59.11,21.95,100.98,208.65,271.15,0.00184,1.939,0.123,0.233,52.94,2.49,56.97,1.4,97.1,95.5,0.3325,0.3677
2026-04-16 15:45:00,504,226,56.93,57.62,21.36,100.35,224.69,305.44,0.00236,0.302,-0.796,-0.288,53.11,2.62,57.0,1.41,98.0,91.4,0.328,0.3586
2026-04-16 15:50:00,496,224,56.85,57.52,21.37,100.3,215.68,286.15,0.00094,-0.39,-1.128,-0.273,53.15,2.68,56.99,1.41,97.9,91.1,0.327,0.3522
2026-04-16 15:55:00,486,219,56.15,55.36,20.81,98.25,188.69,259.19,0.00252,-0.978,-1.095,-0.454,53.2,2.72,56.97,1.43,96.9,84.2,0.3109,0.3414
2026-04-16 16:00:00,457,206,54.9,55.33,20.46,95.04,186.94,302.05,0.00198,-0.422,-0.637,0.133,53.24,2.74,56.99,1.4,94.7,84.1,0.3038,0.3133
2026-04-16 16:05:00,460,209,55.31,54.09,21.08,98.21,199.72,317.46,0.00432,0.839,0.912,0.512,53.12,2.57,56.86,1.52,95.5,80.5,0.2991,0.318
2026-04-16 16:10:00,515,234,56.58,57.15,21.49,98.44,207.87,299.14,0.00144,-0.835,0.071,-0.736,53.16,2.62,56.89,1.52,97.5,90.0,0.3234,0.3645
2026-04-16 16:15:00,460,205,53.64,54.23,19.6,90.62,178.18,241.88,0.00083,-2.867,-1.172,-1.357,53.22,2.62,56.84,1.59,91.8,80.9,0.2909,0.3085
2026-04-16 16:20:00,432,192,50.84,54.81,18.78,89.7,165.79,258.09,0.00094,0.325,2.642,-0.198,53.07,2.64,56.73,1.64,84.5,82.5,0.2787,0.2748
2026-04-16 16:25:00,537,236,54.29,59.51,19.21,99.83,197.6,288.25,0.00101,1.159,-0.554,0.057,53.27,2.55,56.93,1.68,93.4,96.2,0.3231,0.3646
2026-04-16 16:30:00,463,202,53.16,53.7,18.89,95.02,184.48,284.85,0.00203,-0.211,-2.021,0.017,53.43,2.4,56.88,1.76,90.5,79.3,0.2855,0.3079
2026-04-16 16:35:00,502,221,53.86,55.47,19.24,96.79,191.01,326.12,0.00451,1.789,1.804,0.399,53.38,2.38,56.8,1.78,92.3,84.5,0.2988,0.3378
2026-04-16 16:40:00,527,233,56.74,57.31,19.69,100.91,207.72,314.17,0.00268,0.913,0.37,0.307,53.42,2.42,56.75,1.74,97.7,90.5,0.3252,0.3738
2026-04-16 16:45:00,505,227,55.69,56.21,19.85,94.91,193.1,292.4,0.00132,-0.845,-0.432,0.522,53.56,2.45,56.64,1.68,96.2,86.9,0.313,0.3517
2026-04-16 16:50:00,530,240,55.05,56.45,20.73,96.52,199.7,275.66,0.00097,0.028,-0.275,0.005,53.74,2.39,56.69,1.66,95.1,87.6,0.3107,0.3646
2026-04-16 16:55:00,564,256,55.74,55.66,19.86,98.98,200.17,269.2,0.00277,0.664,0.875,0.132,53.85,2.42,56.6,1.66,96.3,85.2,0.3103,0.3932
2026-04-16 17:00:00,560,249,56.38,58.2,20.99,99.12,196.31,294.81,0.00301,-0.062,2.188,0.199,54.06,2.41,56.61,1.67,97.3,93.2,0.3281,0.3944
2026-04-16 17:05:00,535,240,55.62,60.04,20.26,98.76,200.32,276.72,0.00248,-1.721,-0.528,-1.409,54.23,2.37,56.72,1.8,96.1,97.0,0.3339,0.3719
2026-04-16 17:10:00,500,223,52.93,57.14,18.17,92.29,203.87,264.0,0.00099,-2.052,-1.001,-0.811,54.39,2.13,56.74,1.8,89.9,89.9,0.3025,0.3309
2026-04-16 17:15:00,516,232,51.52,58.03,18.64,95.28,196.06,280.73,0.00125,1.193,0.885,0.616,54.47,1.97,56.78,1.82,86.2,92.8,0.299,0.3323
2026-04-16 17:20:00,549,247,55.32,58.91,19.41,97.47,198.13,295.29,0.00285,-0.362,0.831,-0.011,54.67,1.79,56.94,1.83,95.6,94.9,0.3259,0.3795
2026-04-16 17:25:00,543,246,50.79,59.7,18.62,95.75,179.81,242.42,0.00376,-1.305,0.141,0.086,54.63,1.87,57.03,1.91,84.4,96.5,0.3032,0.345
2026-04-16 17:30:00,543,247,52.71,59.19,19.58,95.27,183.02,222.52,0.00258,1.711,-0.854,-0.201,54.6,1.9,57.0,1.88,89.4,95.6,0.312,0.3576
2026-04-16 17:35:00,524,243,54.21,57.99,18.22,93.95,197.24,239.2,0.00168,-0.881,-1.495,-0.629,54.64,1.87,57.03,1.89,93.2,92.6,0.3144,0.3553
2026-04-16 17:40:00,514,239,50.95,56.21,18.32,96.97,192.2,237.39,0.0017,-1.8,-1.712,-0.317,54.42,1.98,56.91,1.85,84.8,86.9,0.2864,0.3274
2026-04-16 17:45:00,488,224,50.61,54.56,17.58,91.53,164.86,279.3,0.00143,-0.908,-0.769,-0.074,54.16,2.05,56.78,1.9,84.0,81.8,0.2762,0.3088
2026-04-16 17:50:00,462,214,49.13,54.67,18.17,90.12,163.29,266.73,0.0008,1.632,1.92,0.453,53.84,2.21,56.66,1.94,80.6,82.1,0.2686,0.2838
2026-04-16 17:55:00,531,243,53.88,58.4,18.49,93.62,162.32,270.08,0.00115,-2.693,-2.842,-0.945,53.74,2.15,56.79,1.95,92.3,93.7,0.3147,0.3579
2026-04-16 18:00:00,320,150,43.75,48.98,16.28,77.17,135.57,194.54,0.00084,-6.209,-4.04,-1.356,53.28,2.95,56.53,2.51,60.3,56.0,0.2143,0.1749
2026-04-16 18:05:00,319,153,41.46,50.32,15.78,73.32,126.02,205.49,0.00166,-0.425,0.417,-0.013,52.7,3.78,56.37,2.77,51.3,63.6,0.2086,0.1654
2026-04-16 18:10:00,343,163,42.9,49.82,16.26,74.42,141.13,185.3,0.00095,-0.141,-1.541,0.081,52.13,4.18,56.06,3.07,56.6,60.6,0.2137,0.1837
2026-04-16 18:15:00,309,145,41.18,47.24,15.94,73.99,138.77,174.91,0.00245,-1.17,-0.489,-0.296,51.61,4.72,55.77,3.55,50.4,48.4,0.1945,0.1591
2026-04-16 18:20:00,344,159,40.56,48.84,15.67,74.38,139.63,177.29,0.00173,-0.168,0.75,-0.383,51.18,5.23,55.52,3.81,48.5,55.3,0.1981,0.1742
2026-04-16 18:25:00,313,148,40.84,48.74,15.17,73.99,136.9,202.65,0.00239,2.484,1.428,0.349,50.62,5.59,55.07,3.96,49.3,54.8,0.1991,0.1599
2026-04-16 18:30:00,344,165,45.53,51.69,16.36,81.01,145.14,243.71,0.00375,1.863,-0.509,0.073,50.31,5.66,54.99,4.01,68.4,71.4,0.2353,0.1955
2026-04-16 18:35:00,315,151,44.57,47.72,15.32,77.12,147.67,215.12,0.00356,-1.038,-2.502,-0.213,49.92,5.72,54.67,4.27,64.1,50.3,0.2127,0.1756
2026-04-16 18:40:00,302,143,43.45,46.69,15.94,76.43,146.72,243.14,0.00178,0.833,1.008,0.752,49.37,5.68,54.22,4.53,59.0,46.4,0.2029,0.1638
2026-04-16 18:45:00,335,155,46.23,49.74,16.82,79.39,134.75,252.3,0.00172,0.873,1.064,0.351,48.97,5.55,53.96,4.6,71.4,60.2,0.23,0.1938
2026-04-16 18:50:00,345,157,45.2,48.82,16.64,82.79,143.87,229.28,0.0016,-1.955,-1.935,0.165,48.56,5.44,53.64,4.68,66.9,55.2,0.2206,0.1951
2026-04-16 18:55:00,322,147,42.32,45.87,17.15,83.0,148.16,202.07,0.00266,-0.484,-0.947,0.131,48.0,5.36,53.23,4.92,54.2,44.0,0.1941,0.1703
2026-04-16 19:00:00,338,155,44.23,46.92,16.9,81.71,125.43,183.34,0.00231,1.429,1.661,0.1,47.5,5.1,52.76,4.96,62.5,47.2,0.2075,0.1868
2026-04-16 19:05:00,350,157,45.18,49.19,17.35,82.66,139.09,195.31,0.00163,-0.091,0.779,0.31,47.06,4.81,52.31,4.76,66.9,57.1,0.2223,0.1977
2026-04-16 19:10:00,324,147,44.05,48.48,17.52,79.47,142.13,179.62,0.00112,-0.382,1.076,0.262,46.69,4.68,51.95,4.7,61.7,53.5,0.2135,0.1784
2026-04-16 19:15:00,358,165,44.42,51.34,17.88,83.68,159.56,208.94,0.00105,-1.449,1.726,-0.456,46.39,4.59,51.67,4.52,63.4,69.6,0.2281,0.1987
2026-04-16 19:20:00,336,156,41.15,51.93,16.61,78.31,154.66,185.24,0.00087,-2.124,0.583,-0.819,45.8,4.29,51.38,4.25,50.3,72.7,0.2137,0.1729
2026-04-16 19:25:00,332,157,40.17,52.51,16.24,79.85,154.78,153.28,0.00195,-0.87,0.507,-0.587,45.36,4.3,51.08,3.88,47.5,75.3,0.2109,0.1666
2026-04-16 19:30:00,322,153,39.41,52.95,15.43,74.63,144.99,178.71,0.00367,-1.225,-0.857,-0.384,44.81,4.17,50.82,3.5,45.6,76.9,0.2087,0.1588
2026-04-16 19:35:00,327,155,37.72,50.8,15.47,74.96,117.46,187.57,0.00162,-0.503,-2.169,0.141,44.12,3.9,50.52,3.15,42.0,66.4,0.1916,0.1541
2026-04-16 19:40:00,296,141,38.4,48.61,15.72,75.54,124.91,181.6,0.00105,0.38,-1.232,0.116,43.6,3.79,50.2,2.93,43.4,54.2,0.1867,0.1421
2026-04-16 19:45:00,315,151,38.48,48.33,15.7,80.21,147.89,214.15,0.00121,-0.256,-0.223,-0.065,43.09,3.62,49.94,2.8,43.6,52.8,0.186,0.1513
2026-04-16 19:50:00,317,153,37.89,48.16,15.59,81.2,143.47,215.31,0.00092,0.684,0.817,0.158,42.62,3.53,49.67,2.63,42.3,52.1,0.1825,0.1503
2026-04-16 19:55:00,333,157,39.85,49.97,16.02,83.75,151.49,225.72,0.00088,0.642,1.092,0.111,42.04,2.63,49.32,1.86,46.7,61.5,0.1991,0.1657
2026-04-16 20:00:00,324,154,39.17,50.35,15.81,81.06,145.12,225.95,0.00209,-0.567,0.226,-0.312,41.85,2.66,49.38,1.87,45.1,63.7,0.1972,0.1588
2026-04-16 20:05:00,336,159,38.71,50.42,15.39,80.72,138.37,231.13,0.00088,-1.189,0.089,0.049,41.73,2.74,49.38,1.87,44.0,64.2,0.1952,0.1628
2026-04-16 20:10:00,314,148,36.79,50.52,15.91,75.63,120.6,219.21,0.00128,1.293,-0.037,0.39,41.48,2.9,49.41,1.89,39.9,64.8,0.1859,0.1443
2026-04-16 20:15:00,348,165,41.3,50.34,16.18,80.45,142.81,233.0,0.00226,1.888,0.574,0.366,41.48,2.9,49.54,1.84,50.8,63.7,0.2079,0.1798
2026-04-16 20:20:00,327,154,40.57,51.67,16.64,80.25,136.7,214.98,0.00292,-1.484,0.495,-0.152,41.48,2.9,49.66,1.88,48.6,71.3,0.2096,0.1657
2026-04-16 20:25:00,312,149,38.33,51.33,15.87,79.65,143.03,212.74,0.00252,1.269,0.863,-0.143,41.38,2.97,49.77,1.9,43.2,69.5,0.1968,0.1497
2026-04-16 20:30:00,336,159,43.11,53.4,16.35,75.63,127.28,190.21,0.00088,1.934,0.427,0.491,41.28,2.86,49.84,2.01,57.4,78.4,0.2302,0.1809
2026-04-16 20:35:00,334,157,42.2,52.19,16.85,79.19,146.82,200.84,0.00167,-0.511,-1.801,0.156,41.18,2.79,50.02,2.01,53.7,73.9,0.2202,0.1764
2026-04-16 20:40:00,310,143,42.09,49.8,16.67,75.57,135.43,190.95,0.00272,0.248,-0.327,-0.151,41.12,2.75,50.15,1.88,53.4,60.5,0.2096,0.1629
2026-04-16 20:45:00,322,146,42.7,51.53,16.55,81.65,144.74,192.82,0.00322,1.043,1.17,0.163,40.98,2.55,50.23,1.9,55.8,70.6,0.22,0.1717
2026-04-16 20:50:00,343,156,44.17,52.14,16.99,85.62,155.23,243.91,0.00239,0.25,-0.59,0.453,40.93,2.49,50.36,1.91,62.2,73.6,0.2303,0.1895
2026-04-16 20:55:00,325,150,43.2,50.35,17.46,82.93,138.63,227.74,0.00173,-1.466,-0.923,0.376,40.97,2.51,50.55,1.66,57.8,63.8,0.2175,0.1753
2026-04-16 21:00:00,326,151,41.24,50.29,17.74,82.58,145.93,201.11,0.00209,1.6,0.157,0.493,40.85,2.42,50.69,1.47,50.6,63.3,0.2074,0.1682
2026-04-16 21:05:00,347,160,46.4,50.67,18.44,84.56,163.92,189.04,0.00192,0.372,-0.757,0.167,40.9,2.52,50.75,1.43,72.1,65.7,0.2351,0.2011
2026-04-16 21:10:00,299,140,41.98,48.78,18.08,81.14,153.53,167.6,0.00278,-0.9,0.18,0.056,40.81,2.45,50.77,1.41,53.0,55.0,0.2048,0.1568
2026-04-16 21:15:00,324,150,44.6,51.03,18.55,82.08,160.51,187.44,0.00287,-0.113,0.48,-0.316,40.82,2.46,50.75,1.41,64.3,67.7,0.2276,0.1807
2026-04-16 21:20:00,302,139,41.76,49.74,17.44,79.09,151.26,205.66,0.00248,-2.122,-1.774,-1.049,40.84,2.46,50.66,1.4,52.2,60.2,0.2077,0.1576
2026-04-16 21:25:00,305,142,40.35,47.48,16.46,78.21,156.8,190.97,0.00184,0.663,-1.398,0.159,40.85,2.46,50.45,1.48,47.9,49.2,0.1916,0.154
2026-04-16 21:30:00,308,144,43.08,46.94,17.76,81.63,141.8,217.97,0.0025,3.199,0.343,0.427,41.0,2.48,50.2,1.55,57.3,47.3,0.2022,0.1657
2026-04-16 21:35:00,335,155,46.75,48.17,17.31,84.69,141.84,259.06,0.00279,0.928,0.062,-0.251,41.38,2.64,50.09,1.6,73.4,52.1,0.2252,0.196
2026-04-16 21:40:00,307,141,44.94,47.06,17.26,85.09,153.02,239.14,0.00322,-0.155,-0.988,-0.24,41.65,2.66,50.03,1.69,65.9,47.7,0.2115,0.1722
2026-04-16 21:45:00,326,149,46.44,46.19,16.83,87.35,169.52,261.42,0.00322,-0.129,0.047,-0.278,41.98,2.74,49.94,1.83,72.2,44.8,0.2145,0.1893
2026-04-16 21:50:00,345,158,44.68,47.16,16.7,88.53,183.41,227.15,0.00309,-0.466,0.705,-0.393,42.27,2.65,49.9,1.89,64.7,48.0,0.2107,0.1926
2026-04-16 21:55:00,343,160,45.51,47.6,16.05,85.48,156.42,231.77,0.00342,-5.594,-4.811,-0.804,42.5,2.68,49.8,1.94,68.3,49.8,0.2166,0.1954
2026-04-16 22:00:00,119,59,33.5,37.54,15.1,70.43,125.51,168.1,0.00472,-5.979,-4.806,-0.262,42.27,3.19,49.26,3.16,29.7,3.7,0.1257,0.0498
2026-04-16 22:05:00,118,56,33.55,37.99,15.52,68.63,127.83,170.56,0.0041,1.618,1.586,0.736,42.05,3.59,48.75,3.9,30.0,5.6,0.1275,0.0494
2026-04-16 22:10:00,141,65,36.73,40.71,16.57,73.57,142.81,198.18,0.00326,-0.661,1.156,0.356,42.05,3.59,48.34,4.21,39.8,24.3,0.1495,0.0646
2026-04-16 22:15:00,142,66,32.23,40.3,16.23,71.43,121.1,173.26,0.0033,-1.656,-0.509,-0.345,41.67,4.11,47.92,4.49,22.8,21.4,0.1299,0.0571
2026-04-16 22:20:00,164,76,33.42,39.69,15.88,76.66,141.53,166.91,0.00241,1.544,0.795,0.125,41.37,4.44,47.42,4.71,29.3,16.7,0.1326,0.0684
2026-04-16 22:25:00,154,69,35.32,41.89,16.48,73.64,134.38,156.94,0.00209,-1.106,0.024,-0.404,41.25,4.57,47.03,4.77,36.5,31.7,0.1479,0.0679
2026-04-16 22:30:00,119,56,31.21,39.74,15.07,69.18,119.46,137.53,0.00083,-1.811,-1.403,-0.915,40.75,4.99,46.46,4.79,17.0,17.1,0.124,0.0465
2026-04-16 22:35:00,108,46,31.69,39.08,14.65,68.72,120.46,147.7,0.00214,0.978,0.678,-0.438,40.31,5.31,45.91,4.85,19.8,12.2,0.1239,0.0428
2026-04-16 22:40:00,150,66,33.16,41.1,14.19,72.42,124.79,167.86,0.00117,0.171,-0.153,-0.319,39.94,5.49,45.55,4.87,28.0,27.0,0.1363,0.0623
2026-04-16 22:45:00,126,52,32.04,38.78,14.02,67.62,114.28,138.98,0.00213,-1.688,-1.131,-0.446,39.5,5.68,45.02,4.89,21.8,10.1,0.1242,0.0506
2026-04-16 22:50:00,114,49,29.79,38.83,13.3,67.34,110.28,149.03,0.00182,0.696,-0.194,0.3,38.9,5.92,44.46,4.8,9.5,10.5,0.1157,0.0425
2026-04-16 22:55:00,110,47,33.43,38.39,14.62,70.46,120.84,156.18,0.00116,0.713,0.106,0.822,38.49,5.95,43.96,4.78,29.3,7.7,0.1283,0.0459
